1	0.001335721578439856
2	0.019740076431690630 
3	0.017909402583995595 
4	0.004016836631251921
5	0.008472397270725708 
6	0.012618958006766319 
7	0.018920456170722796 
8	0.019563258108907536 
9	0.014193461722521041 
10	0.024393895537462859
11	0.016896082427532461
12	0.018389205662842566
13	0.07318502638976798 
14	0.002120116163259704
15	0.017843333136457000 
16	0.015176379514344137
17	0.018318634490530626 
18	0.011613009406231050 
19	0.017076294590277162 
20	0.012894627484285976 
21	0.011740836061471847 
22	0.019032650268771714 
23	0.010469897923835205 
24	0.018601798260388431 
25	0.017464120819025309 
26	0.012900214811122349
27	0.016275835062983931 
28	0.010608068238384817 
29	0.0141243496102499 
30	0.010787368264255584 
31	0.011025169900955550 
32	0.017227363975359716
33	0.013055185871835623 
34	0.018579128897796796 
35	0.006454699571622549 
36	0.01652945517568597 
37	0.016580603837009741 
38	0.017709409830973843 
39	0.010953311090919383 
40	0.006223645899799085
41	0.001932452571158547 
42	0.007276426275203283 
43	0.008493387860625808 
44	0.019686428241322909 
45	0.013281659882766748 
46	0.018605315907393212
47	0.002245676080606657
48	0.015998857635667715
49	0.002564167271968061 
50	0.012076614550927034
